sent_id	sentence
519	It aims to train the mind towards a more positive and rational way of thinking and they learn to use breathing techniques and relaxation etc. I think .
520	you should consider this treatment , may be it will help you with your fear and you can keep your job .
521	You know , we all will be glad if stay at the bank .
522	Kiss and hugs , Alice
523	How is it going ?
524	I 've heard rumors , that you are going to resign because of your claustrophobia , is it true ?
525	Did you know that our frienf John -LRB- you know , he worked in Sales Department -RRB- experienced claustrophobia too ?
526	And he left the bank because of that .
527	I saw him few days ago and guess what ?
528	He said he got some training and he overcame his fear completely !
529	Can you imagine ?
530	What about Ann 's birthday party ?
531	Sarah has spreaded your parting letter among your colleagues and friends , as you asked her .
532	I was deeply suprised by such news .
533	You mentioned in your email about our friendly and suppotive team , that is why we can n't leave you alone with you phobias .
534	Who may guarantee you will not face with the same problem on the new work place ?
535	I 've studied some researches on this subject and have to tell you about number of treatments and techniques for dealing with claustrophobia .
536	Many patients overcome their fear completely with it never to return .
537	In any case you should consult a doctor or medical professional instead leaving a good job !
538	I am sure all your friends will be ready to support you .
539	Also he can prescript you some medication .
540	Don’t give up , you should keep your place , you deserve it !
541	Hope that you will follow my advice !
542	Bye now , Anny
543	How are you doing ?
544	I hear , that you’ve written a resignation letter !
545	Can’t believe , that it’s true .
546	I am very disappointed with this fact and I 'm going to miss you !
547	I know that you have some problems with claustrophobia , so it is difficult for you to use subway to get to our office .
548	But there are many new techniques which can help you completely overcome your fear and help you to deal with feelings of anxiety and panic .
549	For example , Cognitive Behavioral Therapy -LRB- CBT -RRB- . CBT will train your mind and therapist can help you to feel as safe as possible in claustrophobic situations .
550	You should consult a doctor to get a professional medical advice .
